"stable_database_id","current_slug","current_breed_name","bird_type","current_breed_category","current_description","egg_color","annual_egg_production","temperament","production_traits","default_photo_url","image_prompt","image_url","is_active","is_custom","sort_order","created_at","updated_at","species_id","proposed_base_breed","proposed_variety","proposed_breed_category","proposed_status","review_notes"
"ee2be08b-513f-4883-9151-0c56c93b29c6","australorp-black","Australorp - Black","dual_purpose","Dual Purpose","Black Australorp are calm, productive dual-purpose birds known for steady brown egg production and reliable backyard manners.","brown","250_300",,,,,,"True","False","140","2026-05-24T16:48:38.61579+00:00","2026-06-10T19:33:45.616962+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"08bf35b8-6459-4a87-8057-d52c52efb9e6","australorp-blue","Australorp - Blue",,"Dual Purpose",,,,,,,,,"True","False","150","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"6652086b-3b9d-4c70-924e-65dcb308169b","australorp-splash","Australorp - Splash",,"Dual Purpose",,,,,,,,,"True","False","160","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"dd5ddb2c-49ab-4562-aa7a-dd37e3a00776","ayam-cemani","Ayam Cemani",,"Layers",,,,,,,,,"True","False","170","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"17e3df80-375e-40b7-bdc8-49a539692f67","bantam-ameraucana-black","Bantam Ameraucana - Black",,"Bantams",,,,,,,,,"True","False","180","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"3fadd27a-9f83-41a8-b5c4-e015437b4457","bantam-ameraucana-blue","Bantam Ameraucana - Blue",,"Bantams",,,,,,,,,"True","False","190","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"f27ec467-881d-4208-a2d9-e56c508e896a","bantam-ameraucana-splash","Bantam Ameraucana - Splash",,"Bantams",,,,,,,,,"True","False","200","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"74582c57-3011-4efe-ba9c-4060f6c34464","bantam-brahma-buff","Bantam Brahma - Buff",,"Bantams",,,,,,,,,"True","False","210","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"dde1cab1-60eb-468b-a402-606dbdeb9576","bantam-brahma-dark","Bantam Brahma - Dark",,"Bantams",,,,,,,,,"True","False","220","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"4056c348-26b7-4783-b851-73eb7f08b8de","bantam-brahma-light","Bantam Brahma - Light",,"Bantams",,,,,,,,,"True","False","230","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"f52a817b-843a-4ca5-a5be-e80c981a200f","bantam-cochin-black","Bantam Cochin - Black",,"Bantams",,,,,,,,,"True","False","240","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"b20a2ff0-c20a-425e-96b8-3f982dbc8fae","bantam-cochin-blue","Bantam Cochin - Blue",,"Bantams",,,,,,,,,"True","False","250","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"ccfad1e8-1a16-46c4-b67e-5a530bdc847e","bantam-cochin-buff","Bantam Cochin - Buff",,"Bantams",,,,,,,,,"True","False","260","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"dbbc629a-5052-4c1a-8558-f3f0d6d21e12","bantam-easter-egger","Bantam Easter Egger",,"Bantams",,,,,,,,,"True","False","270","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"79033205-5234-4791-9dc1-9dcf24eaf45a","bantam-frizzle","Bantam Frizzle",,"Bantams",,,,,,,,,"True","False","280","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"f2baa744-9904-4562-a442-75de12cbff8c","bantam-frizzle-salmon","Bantam Frizzle - Salmon",,"Bantams",,,,,,,,,"True","False","290","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"9bade100-bcd6-405f-b75e-ee47ab6bddac","bantam-mille-cochin","Bantam Mille Cochin",,"Bantams",,,,,,,,,"True","False","300","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"b0963d7f-6fa7-42c7-b8f0-5bb3fd05aa13","bantam-silkie","Bantam Silkie",,"Bantams",,,,,,,,,"True","False","310","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"9ce76636-e2f6-40b3-834d-3cb999dcd3a8","bantam-modern-brown","Bantam Modern - Brown",,"Bantams",,,,,,,,,"True","False","320","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"56b47d0a-f7f0-4807-b220-5ec3dab93c0d","bantam-modern-white","Bantam Modern - White",,"Bantams",,,,,,,,,"True","False","330","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"e145d218-6d46-474e-a48c-9113a4893c90","bantam-orpington-buff","Bantam Orpington - Buff",,"Bantams",,,,,,,,,"True","False","340","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"f918da92-a42e-4687-bade-ba017d9ebfb5","bantam-orpington-lavender","Bantam Orpington - Lavender",,"Bantams",,,,,,,,,"True","False","350","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"93a7ccb5-a3c0-4f10-81e4-d0d6601e4bda","bantam-phoenix-golden","Bantam Phoenix - Golden",,"Bantams",,,,,,,,,"True","False","360","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"e5bab3e6-4b3e-4025-b9a3-783ca907bea5","bantam-phoenix-silver","Bantam Phoenix - Silver",,"Bantams",,,,,,,,,"True","False","370","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"af0e29eb-7c8a-4526-ba8a-f55860067ff5","bantam-plymouth-rock-barred","Bantam Plymouth Rock - Barred",,"Bantams",,,,,,,,,"True","False","380","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"6df88ed6-a400-4dfa-995c-bbd22f46014e","bantam-polish-golden-laced","Bantam Polish - Golden Laced",,"Bantams",,,,,,,,,"True","False","390","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"113886f6-9d9f-4994-8be6-6802364ee956","bantam-polish-silver-laced","Bantam Polish - Silver Laced",,"Bantams",,,,,,,,,"True","False","400","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"d9bebef1-8808-4b19-8d1d-2776bb12c7d7","bantam-polish-white-crested-black","Bantam Polish - White Crested Black",,"Bantams",,,,,,,,,"True","False","410","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"021a0d98-02e3-472b-bd25-58e11de64c2d","bantam-rhode-island-red","Bantam Rhode Island Red",,"Bantams",,,,,,,,,"True","False","420","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"f32218f2-ce18-4d8a-b5dd-cca88b200993","bantam-sussex-speckled","Bantam Sussex - Speckled",,"Bantams",,,,,,,,,"True","False","430","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"d2d5aaaa-78c3-4858-a55d-532531b5c9ab","bantam-wyandotte-blue-laced-red","Bantam Wyandotte - Blue Laced Red",,"Bantams",,,,,,,,,"True","False","440","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"6e50918e-859f-43d5-bef3-998d356f4174","bantam-wyandotte-golden-laced","Bantam Wyandotte - Golden Laced",,"Bantams",,,,,,,,,"True","False","450","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"15c4c727-06ff-4f5f-8fd6-2c7b89e414a0","bantam-wyandotte-silver-laced","Bantam Wyandotte - Silver Laced",,"Bantams",,,,,,,,,"True","False","460","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"b02c9e26-2d85-4c8b-a123-5d5eb622b978","barnevelder-double-laced","Barnevelder - Double Laced",,"Layers",,,,,,,,,"True","False","470","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"8945b6f3-5050-433a-bf71-077c7467560f","barnevelder-silver-double-laced","Barnevelder - Silver Double Laced",,"Layers",,,,,,,,,"True","False","480","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"6e48a535-6cc0-4af6-9f29-8dac9a6b1c27","belgian-d-anver-black","Belgian d'Anver - Black",,"Bantams",,,,,,,,,"True","False","490","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"ad5aee5d-30a1-4b0d-9f30-90163a3b391f","belgian-d-anver-mille-fleur","Belgian d'Anver - Mille Fleur",,"Bantams",,,,,,,,,"True","False","500","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"313efe6f-9bba-455f-b605-8b5d9878c265","belgian-d-anver-quail","Belgian d'Anver - Quail",,"Bantams",,,,,,,,,"True","False","510","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"99e42994-bb54-4be9-8a10-5579bba3c465","belgian-d-uccle-black","Belgian d'Uccle - Black",,"Bantams",,,,,,,,,"True","False","520","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"5a9d6cb8-f492-4f37-8fe0-ec73b5c98539","belgian-d-uccle-mille-fleur","Belgian d'Uccle - Mille Fleur",,"Bantams",,,,,,,,,"True","False","530","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"5da96117-a32d-45e9-b393-1ee3db2ff52e","belgian-d-uccle-mottled","Belgian d'Uccle - Mottled",,"Bantams",,,,,,,,,"True","False","540","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"d11d46f0-af53-44dd-adbf-a383c3f3bf14","belgian-d-uccle-porcelain","Belgian d'Uccle - Porcelain",,"Bantams",,,,,,,,,"True","False","550","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"faa1b9db-02e2-47f8-b520-24095e91435b","black-sex-link","Black Sex Link",,"Layers",,,,,,,,,"True","False","560","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"44d9cceb-7e2c-42de-84be-a6b03b2b12ce","bovans-brown","Bovans Brown",,"Layers",,,,,,,,,"True","False","570","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"0b6532bf-7dc9-4ae6-ad44-d8c4d89c2cce","brahma","Brahma","dual_purpose","Dual Purpose","Brahma are large, gentle dual-purpose chickens with feathered legs and a cold-hardy build. They are often valued for temperament and winter presence.","brown","150_200",,,,,,"True","False","580","2026-05-24T16:48:38.61579+00:00","2026-06-10T19:33:45.616962+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"ec3acb74-ee4d-438f-9fd0-1c9953ec3656","brahma-black","Brahma - Black",,"Dual Purpose",,,,,,,,,"True","False","590","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"11d1c60b-54f3-4099-8dca-f107544ec458","brahma-blue","Brahma - Blue",,"Dual Purpose",,,,,,,,,"True","False","600","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"9718ec1e-ab05-42a8-b537-777c659b6053","brahma-buff","Brahma - Buff",,"Dual Purpose",,,,,,,,,"True","False","610","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"b721aef1-ed41-4b58-955d-25b75674af25","brahma-dark","Brahma - Dark",,"Dual Purpose",,,,,,,,,"True","False","620","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"6ca0cc41-07b8-4231-bbf4-1480834e0aa6","brahma-light","Brahma - Light",,"Dual Purpose",,,,,,,,,"True","False","630","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"fa1c5247-5974-4024-bf45-e500b0085582","brahma-silver","Brahma - Silver",,"Dual Purpose",,,,,,,,,"True","False","640","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"07f93423-e673-4f51-be3c-a2048ebdc139","buckeye","Buckeye","dual_purpose","Dual Purpose","Buckeye are hardy dual-purpose chickens developed for cold weather, with active foraging habits and brown eggs.","brown","150_200",,,,,,"True","False","650","2026-05-24T16:48:38.61579+00:00","2026-06-10T19:33:45.616962+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"2b460e54-b2f5-4359-b13a-0b3a489cafb3","butter-blue","Butter Blue",,"Specialty / Project",,,,,,,,,"True","False","660","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"a3ca03c8-41e4-4ed0-ae54-13d708415cf6","california-gray","California Gray",,"Layers",,,,,,,,,"True","False","670","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"78a22bc2-4e11-4264-b2e8-b622cc0e9fd8","california-white","California White",,"Layers",,,,,,,,,"True","False","680","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"0235ea3f-5b55-4461-9128-c7adaab2fe2b","campine-golden","Campine - Golden",,"Layers",,,,,,,,,"True","False","690","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"a074d23a-bc5c-4412-8681-e77b7e725ed2","campine-silver","Campine - Silver",,"Layers",,,,,,,,,"True","False","700","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"94ffe97f-3f6a-4906-8d7b-fda697c1ad00","chantecler-partridge","Chantecler - Partridge",,"Dual Purpose",,,,,,,,,"True","False","710","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"883c823b-6a0f-4500-a796-37bcd5534a81","chantecler-white","Chantecler - White",,"Dual Purpose",,,,,,,,,"True","False","720","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"35da473c-d639-457c-979c-45f46397a019","cinnamon-queen","Cinnamon Queen",,"Layers",,,,,,,,,"True","False","730","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"ccb6bdc7-dfb8-4938-b19f-7e9607028d99","cochin-black","Cochin - Black",,"Dual Purpose",,,,,,,,,"True","False","740","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"45a87909-e5c8-4a80-a3c3-43c38b24800b","cochin-blue","Cochin - Blue",,"Dual Purpose",,,,,,,,,"True","False","750","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"3d083dff-f6df-480d-86d7-57365cb2bcd3","cochin-buff","Cochin - Buff","dual_purpose","Dual Purpose","Buff Cochin are fluffy, calm chickens often chosen for friendly temperaments and ornamental flock appeal. They lay modest brown eggs.","brown","under_150",,,,,,"True","False","760","2026-05-24T16:48:38.61579+00:00","2026-06-10T19:33:45.616962+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"a6575472-20b6-40b5-ba2a-ca671f7c6750","cochin-partridge","Cochin - Partridge",,"Dual Purpose",,,,,,,,,"True","False","770","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"b23f3dad-5c2a-44f3-9e50-88271297224c","cochin-splash","Cochin - Splash",,"Dual Purpose",,,,,,,,,"True","False","780","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"d54aa073-4581-4247-8e06-a87707b140d3","cornish-cross","Cornish Cross","meat","Meat Birds","Cornish Cross are fast-growing meat birds bred for efficient table production. They are best managed with careful feed and space planning.","brown","under_150",,,,,,"True","False","790","2026-05-24T16:48:38.61579+00:00","2026-06-10T19:33:45.616962+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"e66c15fa-cb9b-43b0-aa98-fa64cd5d3b0e","cornish-cross-broiler","Cornish Cross Broiler",,"Meat Birds",,,,,,,,,"True","False","800","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"5aeeed8f-59fe-47e1-b164-b9b4b055fa34","cream-legbar","Cream Legbar","layer","Dual Purpose","Cream Legbar are active, crested blue-egg layers with auto-sexing traits. They bring colorful eggs and a lighter, alert flock presence.","blue","150_200",,,,,,"True","False","810","2026-05-18T19:24:30.215217+00:00","2026-06-10T19:33:45.616962+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"c0b035a8-1002-4959-b330-83232e657f8f","crevecoeur","Crevecoeur",,"Layers",,,,,,,,,"True","False","820","2026-05-24T16:48:38.61579+00:00","2026-05-24T16:48:38.61579+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
"31a64e23-da3e-42cc-a37b-7707724b4882","delaware","Delaware","dual_purpose","Dual Purpose","Delaware are sturdy dual-purpose chickens with good growth, calm handling, and dependable brown egg production.","brown","200_250",,,,,,"True","False","830","2026-05-24T16:48:38.61579+00:00","2026-06-10T19:33:45.616962+00:00","0c1c7eda-e2a8-425e-a3e9-c659d9751eaa","","","","",""
